,,high,neutral,low,average
RN7SL642P,ENSG00000264312.1,18.0,98.0,6.0,0.10022131147540983
RN7SL643P,ENSG00000243124.2,10.0,85.0,27.0,-0.05886065573770496
RN7SL644P,ENSG00000264313.1,3.0,97.0,22.0,-0.06171311475409837
RN7SL645P,ENSG00000240863.2,3.0,49.0,70.0,-0.26016393442622954
RN7SL646P,ENSG00000242341.2,9.0,90.0,23.0,-0.019409836065573786
RN7SL647P,ENSG00000243957.2,9.0,88.0,25.0,-0.005680327868852456
RN7SL649P,ENSG00000243539.2,1.0,78.0,43.0,-0.16604098360655736
RN7SL64P,ENSG00000265676.1,19.0,92.0,11.0,0.09860655737704918
RN7SL650P,ENSG00000263621.1,9.0,87.0,26.0,-0.017909836065573767
RN7SL651P,ENSG00000241811.2,12.0,50.0,60.0,-0.16470491803278683
RN7SL652P,ENSG00000265559.1,12.0,93.0,17.0,-0.00745081967213115
RN7SL653P,ENSG00000239794.2,10.0,88.0,24.0,-0.043500000000000004
RN7SL654P,ENSG00000244568.2,82.0,39.0,1.0,0.49852459016393447
RN7SL655P,ENSG00000241963.2,11.0,92.0,19.0,-0.00045081967213114873
RN7SL656P,ENSG00000265411.1,14.0,74.0,34.0,-0.05920491803278689
RN7SL657P,ENSG00000264293.1,24.0,50.0,48.0,-0.06902459016393443
RN7SL659P,ENSG00000244104.2,2.0,98.0,22.0,-0.06512295081967209
RN7SL65P,ENSG00000243770.2,9.0,95.0,18.0,0.004254098360655737
RN7SL660P,ENSG00000265770.1,11.0,86.0,25.0,0.004139344262295071
RN7SL662P,ENSG00000266544.1,14.0,63.0,45.0,-0.059450819672131124
RN7SL663P,ENSG00000266428.1,21.0,88.0,13.0,0.09399180327868853
RN7SL664P,ENSG00000265078.1,2.0,84.0,36.0,-0.12846721311475406
RN7SL665P,ENSG00000264169.1,6.0,87.0,29.0,-0.07241803278688526
RN7SL666P,ENSG00000240639.2,39.0,78.0,5.0,0.2123688524590164
RN7SL668P,ENSG00000239690.2,76.0,44.0,2.0,0.4718606557377049
RN7SL669P,ENSG00000265149.1,13.0,95.0,14.0,0.04435245901639343
RN7SL66P,ENSG00000264030.1,14.0,93.0,15.0,0.012401639344262293
RN7SL670P,ENSG00000264041.1,3.0,94.0,25.0,-0.06738524590163934
RN7SL671P,ENSG00000240455.1,3.0,83.0,36.0,-0.11398360655737702
RN7SL672P,ENSG00000239742.2,39.0,82.0,1.0,0.2481475409836065
RN7SL673P,ENSG00000239955.2,2.0,88.0,32.0,-0.1115245901639344
RN7SL674P,ENSG00000239899.2,14.0,96.0,12.0,0.026672131147541
RN7SL675P,ENSG00000239580.2,56.0,61.0,5.0,0.45709836065573783
RN7SL676P,ENSG00000265119.1,11.0,94.0,17.0,0.008524590163934427
RN7SL677P,ENSG00000242863.2,13.0,91.0,18.0,-0.0013360655737704888
RN7SL678P,ENSG00000263969.1,11.0,98.0,13.0,0.03533606557377051
RN7SL679P,ENSG00000243905.2,1.0,73.0,48.0,-0.1899262295081967
RN7SL67P,ENSG00000243854.2,14.0,98.0,10.0,0.10447540983606551
RN7SL680P,ENSG00000263943.1,37.0,81.0,4.0,0.19038524590163938
RN7SL681P,ENSG00000240966.2,4.0,95.0,23.0,-0.07775409836065578
RN7SL682P,ENSG00000266285.1,6.0,90.0,26.0,-0.05054918032786886
RN7SL683P,ENSG00000242330.2,4.0,83.0,35.0,-0.0822377049180328
RN7SL684P,ENSG00000243959.2,11.0,91.0,20.0,-0.013811475409836065
RN7SL685P,ENSG00000242315.2,65.0,54.0,3.0,0.5607459016393441
RN7SL686P,ENSG00000263919.1,4.0,96.0,22.0,-0.04869672131147541
RN7SL688P,ENSG00000239726.2,4.0,68.0,50.0,-0.1806393442622951
RN7SL689P,ENSG00000263432.1,8.0,91.0,23.0,-0.004770491803278689
RN7SL68P,ENSG00000242020.2,8.0,92.0,22.0,-0.03315573770491804
RN7SL690P,ENSG00000264879.1,26.0,91.0,5.0,0.14816393442622952
RN7SL691P,ENSG00000239464.2,4.0,89.0,29.0,-0.0685327868852459
RN7SL692P,ENSG00000239710.2,9.0,86.0,27.0,-0.052967213114754115
RN7SL693P,ENSG00000265272.1,17.0,91.0,14.0,0.05481147540983607
RN7SL694P,ENSG00000263947.1,7.0,96.0,19.0,-0.02025409836065574
RN7SL695P,ENSG00000240820.2,10.0,78.0,34.0,-0.05086885245901641
RN7SL696P,ENSG00000243714.2,10.0,97.0,15.0,0.0280327868852459
RN7SL698P,ENSG00000244232.2,17.0,97.0,8.0,0.07446721311475411
RN7SL699P,ENSG00000265171.1,26.0,78.0,18.0,0.2297704918032787
RN7SL69P,ENSG00000240533.2,16.0,89.0,17.0,0.11374590163934421
RN7SL700P,ENSG00000244521.2,5.0,71.0,46.0,-0.14918852459016393
RN7SL701P,ENSG00000264973.1,8.0,94.0,20.0,-0.0037950819672131074
RN7SL703P,ENSG00000266317.1,23.0,90.0,9.0,0.10272950819672133
RN7SL704P,ENSG00000241693.2,9.0,79.0,34.0,-0.08668032786885246
RN7SL705P,ENSG00000243549.2,12.0,74.0,36.0,-0.047877049180327876
RN7SL706P,ENSG00000244677.2,3.0,82.0,37.0,-0.09425409836065572
RN7SL707P,ENSG00000265067.1,3.0,96.0,23.0,-0.09099180327868853
RN7SL708P,ENSG00000265675.1,8.0,97.0,17.0,-0.0399918032786885
RN7SL709P,ENSG00000241032.2,35.0,58.0,29.0,0.3379754098360659
RN7SL70P,ENSG00000241172.2,13.0,96.0,13.0,0.040795081967213126
RN7SL710P,ENSG00000240730.2,3.0,87.0,32.0,-0.07424590163934428
RN7SL711P,ENSG00000263654.1,8.0,91.0,23.0,-0.004770491803278689
RN7SL713P,ENSG00000264128.1,11.0,92.0,19.0,0.00743442622950819
RN7SL714P,ENSG00000241757.2,3.0,87.0,32.0,-0.07424590163934428
RN7SL716P,ENSG00000263558.1,27.0,75.0,20.0,0.17663114754098358
RN7SL717P,ENSG00000240302.2,7.0,98.0,17.0,0.009893442622950822
RN7SL718P,ENSG00000264423.1,12.0,93.0,17.0,0.030368852459016403
RN7SL719P,ENSG00000241075.2,2.0,88.0,32.0,-0.1115245901639344
RN7SL71P,ENSG00000264205.1,8.0,90.0,24.0,-0.027680327868852467
RN7SL720P,ENSG00000241152.2,7.0,81.0,34.0,-0.048204918032786884
RN7SL721P,ENSG00000265945.1,3.0,77.0,42.0,-0.14669672131147546
RN7SL722P,ENSG00000264967.1,10.0,78.0,34.0,-0.03678688524590168
RN7SL723P,ENSG00000265628.1,14.0,77.0,31.0,-0.014852459016393437
RN7SL724P,ENSG00000244692.2,23.0,94.0,5.0,0.1375409836065574
RN7SL728P,ENSG00000241144.2,2.0,100.0,20.0,-0.04671311475409836
RN7SL729P,ENSG00000265414.1,4.0,76.0,42.0,-0.14710655737704917
RN7SL72P,ENSG00000243374.2,17.0,91.0,14.0,0.050647540983606576
RN7SL730P,ENSG00000264225.1,14.0,74.0,34.0,-0.05920491803278689
RN7SL731P,ENSG00000264501.1,3.0,74.0,45.0,-0.16413114754098365
RN7SL733P,ENSG00000266323.1,6.0,96.0,20.0,-0.012606557377049174
RN7SL734P,ENSG00000243420.2,6.0,104.0,12.0,0.02557377049180327
RN7SL735P,ENSG00000244044.2,30.0,75.0,17.0,0.1504016393442622
RN7SL736P,ENSG00000242620.2,13.0,83.0,26.0,-0.04208196721311475
RN7SL737P,ENSG00000243015.2,6.0,101.0,15.0,-0.006524590163934426
RN7SL738P,ENSG00000243339.2,20.0,90.0,12.0,0.07424590163934428
RN7SL739P,ENSG00000265821.1,14.0,74.0,34.0,-0.05920491803278689
RN7SL73P,ENSG00000265882.1,10.0,99.0,13.0,0.019352459016393448
RN7SL740P,ENSG00000244294.2,9.0,98.0,15.0,0.004245901639344257
RN7SL741P,ENSG00000242381.2,9.0,81.0,32.0,-0.06707377049180328
RN7SL743P,ENSG00000243954.2,32.0,81.0,9.0,0.18355737704918026
RN7SL744P,ENSG00000264028.1,3.0,101.0,18.0,-0.029090163934426226
RN7SL745P,ENSG00000242182.2,11.0,79.0,32.0,-0.040721311475409826
RN7SL747P,ENSG00000263880.1,3.0,83.0,36.0,-0.09510655737704912
RN7SL748P,ENSG00000239964.2,18.0,92.0,12.0,0.05432786885245902
RN7SL749P,ENSG00000242853.2,1.0,100.0,21.0,-0.06792622950819671
RN7SL750P,ENSG00000263672.1,23.0,86.0,13.0,0.10861475409836062
RN7SL751P,ENSG00000240964.2,8.0,91.0,23.0,-0.0037540983606557353
RN7SL752P,ENSG00000239437.2,17.0,98.0,7.0,0.08019672131147539
RN7SL753P,ENSG00000264275.1,4.0,92.0,26.0,-0.06326229508196721
RN7SL754P,ENSG00000239822.2,25.0,84.0,13.0,0.17863114754098372
RN7SL755P,ENSG00000263714.1,12.0,87.0,23.0,-0.04113934426229508
RN7SL756P,ENSG00000244610.2,26.0,72.0,24.0,0.14990983606557373
RN7SL757P,ENSG00000239249.2,6.0,85.0,31.0,-0.08272950819672134
RN7SL758P,ENSG00000266164.1,14.0,90.0,18.0,0.05780327868852458
RN7SL759P,ENSG00000242443.2,3.0,90.0,29.0,-0.09357377049180327
RN7SL75P,ENSG00000239908.2,3.0,96.0,23.0,-0.05971311475409837
RN7SL761P,ENSG00000243671.2,11.0,68.0,43.0,-0.09216393442622947
RN7SL762P,ENSG00000244308.2,18.0,97.0,7.0,0.08109016393442622
RN7SL763P,ENSG00000264356.1,10.0,78.0,34.0,-0.03678688524590168
RN7SL764P,ENSG00000240317.2,8.0,89.0,25.0,-0.03330327868852458
RN7SL765P,ENSG00000266455.1,16.0,93.0,13.0,0.07409836065573773
RN7SL766P,ENSG00000244197.2,9.0,77.0,36.0,-0.07574590163934423
RN7SL767P,ENSG00000241529.2,15.0,99.0,8.0,0.06940983606557379
RN7SL768P,ENSG00000263582.1,2.0,71.0,49.0,-0.1820573770491803
RN7SL769P,ENSG00000264626.1,4.0,97.0,21.0,-0.05728688524590162
RN7SL76P,ENSG00000241959.2,19.0,87.0,16.0,0.07627868852459016
RN7SL770P,ENSG00000266023.1,4.0,99.0,19.0,-0.02441803278688524
RN7SL771P,ENSG00000240173.2,20.0,91.0,11.0,0.10474590163934426
RN7SL772P,ENSG00000266540.1,14.0,93.0,15.0,0.006377049180327873
RN7SL773P,ENSG00000266730.1,21.0,89.0,12.0,0.08349180327868853
RN7SL774P,ENSG00000263882.1,5.0,57.0,60.0,-0.16562295081967215
RN7SL775P,ENSG00000243370.2,8.0,64.0,50.0,-0.10363934426229506
RN7SL776P,ENSG00000240772.2,6.0,93.0,23.0,-0.0493032786885246
RN7SL777P,ENSG00000263888.1,61.0,60.0,1.0,0.5090737704918032
RN7SL77P,ENSG00000240837.2,3.0,84.0,35.0,-0.08028688524590165
RN7SL781P,ENSG00000264328.1,13.0,48.0,61.0,-0.1602131147540983
RN7SL782P,ENSG00000239708.2,8.0,91.0,23.0,-0.010122950819672136
RN7SL783P,ENSG00000265885.1,17.0,67.0,38.0,0.013278688524590137
RN7SL784P,ENSG00000264113.1,3.0,57.0,62.0,-0.2051393442622951
RN7SL786P,ENSG00000263993.1,18.0,89.0,15.0,0.16023770491803283
RN7SL787P,ENSG00000240165.2,10.0,78.0,34.0,-0.03678688524590168
RN7SL788P,ENSG00000241745.2,8.0,87.0,27.0,-0.048852459016393464
RN7SL789P,ENSG00000242436.2,15.0,95.0,12.0,0.07304098360655738
RN7SL78P,ENSG00000243782.2,6.0,93.0,23.0,-0.011590163934426228
RN7SL791P,ENSG00000241291.2,10.0,92.0,20.0,-0.002737704918032781
RN7SL792P,ENSG00000239888.2,5.0,55.0,62.0,-0.18216393442622955
RN7SL793P,ENSG00000264554.1,6.0,101.0,15.0,0.000540983606557377
RN7SL794P,ENSG00000240235.2,4.0,96.0,22.0,-0.05002459016393442
RN7SL795P,ENSG00000239748.2,12.0,73.0,37.0,-0.051081967213114775
RN7SL796P,ENSG00000239898.2,2.0,88.0,32.0,-0.1115245901639344
RN7SL797P,ENSG00000242560.2,12.0,84.0,26.0,-0.001262295081967218
RN7SL798P,ENSG00000240905.2,47.0,66.0,9.0,0.34077868852459026
RN7SL79P,ENSG00000239595.2,12.0,73.0,37.0,-0.04345901639344258
RN7SL7P,ENSG00000266794.1,29.0,85.0,8.0,0.189204918032787
RN7SL800P,ENSG00000242398.2,29.0,76.0,17.0,0.21422950819672126
RN7SL801P,ENSG00000241230.2,8.0,90.0,24.0,-0.03981147540983605
RN7SL802P,ENSG00000264318.1,8.0,89.0,25.0,-0.015721311475409856
RN7SL804P,ENSG00000266185.1,9.0,102.0,11.0,0.061950819672131154
RN7SL805P,ENSG00000264756.1,34.0,72.0,16.0,0.2370491803278688
RN7SL806P,ENSG00000242719.2,37.0,63.0,22.0,0.1935000000000002
RN7SL807P,ENSG00000243125.2,6.0,94.0,22.0,-0.04845081967213114
RN7SL808P,ENSG00000240637.2,3.0,99.0,20.0,-0.03359016393442623
RN7SL809P,ENSG00000241217.2,6.0,101.0,15.0,0.01620491803278688
RN7SL80P,ENSG00000263607.1,5.0,76.0,41.0,-0.1341639344262295
RN7SL810P,ENSG00000243035.2,9.0,71.0,42.0,-0.0832950819672131
RN7SL811P,ENSG00000265439.1,17.0,88.0,17.0,0.05172131147540983
RN7SL812P,ENSG00000242876.2,7.0,76.0,39.0,-0.09628688524590168
RN7SL813P,ENSG00000241074.2,8.0,101.0,13.0,0.03341803278688525
RN7SL814P,ENSG00000244326.2,7.0,86.0,29.0,-0.06244262295081967
RN7SL815P,ENSG00000243359.2,18.0,96.0,8.0,0.08721311475409836
RN7SL816P,ENSG00000263803.1,18.0,92.0,12.0,0.08687704918032785
RN7SL817P,ENSG00000241791.2,10.0,99.0,13.0,0.015024590163934435
RN7SL819P,ENSG00000264251.1,12.0,74.0,36.0,-0.06897540983606555
RN7SL81P,ENSG00000244218.2,18.0,89.0,15.0,0.05915573770491799
RN7SL820P,ENSG00000264627.1,10.0,98.0,14.0,0.035622950819672136
RN7SL821P,ENSG00000263406.1,4.0,84.0,34.0,-0.08633606557377049
RN7SL822P,ENSG00000239545.2,10.0,95.0,17.0,-0.005139344262295086
RN7SL823P,ENSG00000263595.1,14.0,95.0,13.0,0.03911475409836065
RN7SL824P,ENSG00000242764.2,9.0,86.0,27.0,-0.05118852459016395
RN7SL825P,ENSG00000239731.2,16.0,93.0,13.0,0.07451639344262294
RN7SL826P,ENSG00000240151.2,69.0,51.0,2.0,0.6328196721311471
RN7SL829P,ENSG00000244424.2,2.0,88.0,32.0,-0.1115245901639344
RN7SL82P,ENSG00000241266.2,2.0,88.0,32.0,-0.1115245901639344
RN7SL830P,ENSG00000266577.1,14.0,99.0,9.0,0.037655737704918035
RN7SL831P,ENSG00000241992.2,9.0,88.0,25.0,-0.04161475409836066
RN7SL832P,ENSG00000243819.3,13.0,94.0,15.0,0.01135245901639344
RN7SL833P,ENSG00000244080.2,13.0,95.0,14.0,0.044401639344262285
RN7SL834P,ENSG00000243650.2,4.0,96.0,22.0,-0.053713114754098366
RN7SL835P,ENSG00000264250.1,14.0,95.0,13.0,0.03911475409836065
RN7SL836P,ENSG00000241226.2,10.0,93.0,19.0,-0.014204918032786893
RN7SL837P,ENSG00000240502.2,79.0,41.0,2.0,0.4949344262295081
RN7SL838P,ENSG00000243562.2,5.0,78.0,39.0,-0.13185245901639342
RN7SL839P,ENSG00000266792.1,22.0,92.0,8.0,0.07936065573770495
RN7SL83P,ENSG00000241756.2,25.0,91.0,6.0,0.13140163934426227
RN7SL841P,ENSG00000239555.2,14.0,59.0,49.0,-0.10344262295081966
RN7SL842P,ENSG00000243066.2,14.0,95.0,13.0,0.07873770491803275
RN7SL843P,ENSG00000239547.2,5.0,82.0,35.0,-0.10906557377049186
RN7SL844P,ENSG00000243745.2,16.0,95.0,11.0,0.0574016393442623
RN7SL845P,ENSG00000244328.2,17.0,88.0,17.0,0.05172131147540983
RN7SL846P,ENSG00000242818.2,3.0,95.0,24.0,-0.06537704918032788
RN7SL847P,ENSG00000265319.1,17.0,91.0,14.0,0.07757377049180327
RN7SL849P,ENSG00000243115.2,12.0,78.0,32.0,0.005024590163934424
RN7SL84P,ENSG00000266223.1,4.0,93.0,25.0,-0.08502459016393447
RN7SL850P,ENSG00000263955.1,35.0,80.0,7.0,0.1903852459016393
RN7SL851P,ENSG00000240718.2,22.0,89.0,11.0,0.07610655737704922
RN7SL852P,ENSG00000265997.1,16.0,91.0,15.0,0.12046721311475408
RN7SL853P,ENSG00000244666.2,4.0,92.0,26.0,-0.09022950819672132
RN7SL854P,ENSG00000239319.2,8.0,94.0,20.0,-0.023467213114754103
RN7SL855P,ENSG00000266487.1,20.0,91.0,11.0,0.08623770491803275
RN7SL856P,ENSG00000240913.2,11.0,96.0,15.0,-0.013655737704918026
RN7SL857P,ENSG00000266551.1,2.0,73.0,47.0,-0.17473770491803273
RN7SL859P,ENSG00000264625.1,8.0,96.0,18.0,-0.014737704918032795
RN7SL85P,ENSG00000265192.1,5.0,72.0,45.0,-0.13203278688524592
RN7SL860P,ENSG00000240713.2,10.0,97.0,15.0,-0.005303278688524583
RN7SL861P,ENSG00000243173.2,84.0,38.0,0.0,0.5509918032786885
RN7SL862P,ENSG00000242651.2,12.0,83.0,27.0,-0.01622950819672131
RN7SL863P,ENSG00000244632.2,7.0,90.0,25.0,-0.027918032786885247
RN7SL864P,ENSG00000239923.2,24.0,91.0,7.0,0.11603278688524594
RN7SL865P,ENSG00000240205.2,2.0,97.0,23.0,-0.061950819672131154
RN7SL866P,ENSG00000264159.1,7.0,91.0,24.0,-0.06024590163934427
RN7SL867P,ENSG00000265361.1,7.0,89.0,26.0,-0.04767213114754099
RN7SL868P,ENSG00000242928.2,12.0,91.0,19.0,-0.0001967213114754026
RN7SL869P,ENSG00000244392.2,24.0,93.0,5.0,0.1510327868852459
RN7SL86P,ENSG00000263889.1,3.0,67.0,52.0,-0.20304098360655726
RN7SL870P,ENSG00000244732.2,6.0,83.0,33.0,-0.09557377049180325
RN7SL871P,ENSG00000263830.1,14.0,73.0,35.0,-0.05171311475409834
RN7SL872P,ENSG00000264588.1,15.0,48.0,59.0,-0.16513114754098362
RN7SL87P,ENSG00000239390.2,11.0,90.0,21.0,-0.0006311475409836007
RN7SL88P,ENSG00000266889.1,6.0,100.0,16.0,-0.017524590163934428
RN7SL89P,ENSG00000243383.2,2.0,100.0,20.0,-0.05159836065573771
RN7SL8P,ENSG00000243352.2,20.0,86.0,16.0,0.09106557377049176
RN7SL90P,ENSG00000264752.1,35.0,71.0,16.0,0.1509016393442623
RN7SL92P,ENSG00000265592.1,9.0,88.0,25.0,0.002516393442622959
RN7SL94P,ENSG00000263493.1,10.0,95.0,17.0,0.0006721311475409918
RN7SL95P,ENSG00000239230.2,8.0,101.0,13.0,0.03341803278688525
RN7SL96P,ENSG00000265905.1,9.0,92.0,21.0,-0.03130327868852458
RN7SL97P,ENSG00000242216.2,15.0,78.0,29.0,0.02431967213114754
RN7SL98P,ENSG00000240613.2,8.0,77.0,37.0,-0.05981967213114752
RN7SL99P,ENSG00000264305.1,32.0,82.0,8.0,0.1837459016393442
RN7SL9P,ENSG00000265577.1,8.0,81.0,33.0,-0.06374590163934425
RNA5S1,ENSG00000199352.1,78.0,39.0,5.0,0.46516393442622955
RNA5S10,ENSG00000199910.1,78.0,39.0,5.0,0.46516393442622955
RNA5S11,ENSG00000199334.1,78.0,39.0,5.0,0.46516393442622955
RNA5S12,ENSG00000199270.1,78.0,39.0,5.0,0.46516393442622955
RNA5S13,ENSG00000202526.1,78.0,39.0,5.0,0.46516393442622955
RNA5S14,ENSG00000201355.1,78.0,39.0,5.0,0.46516393442622955
RNA5S15,ENSG00000201925.1,78.0,39.0,5.0,0.46516393442622955
RNA5S16,ENSG00000202257.1,78.0,39.0,5.0,0.46516393442622955
RNA5S17,ENSG00000200370.1,78.0,39.0,5.0,0.46516393442622955
RNA5S2,ENSG00000201588.1,78.0,39.0,5.0,0.46516393442622955
RNA5S3,ENSG00000199337.1,78.0,39.0,5.0,0.46516393442622955
RNA5S4,ENSG00000200381.1,78.0,39.0,5.0,0.46516393442622955
RNA5S5,ENSG00000199396.1,78.0,39.0,5.0,0.46516393442622955
RNA5S6,ENSG00000200624.1,78.0,39.0,5.0,0.46516393442622955
RNA5S7,ENSG00000202521.1,78.0,39.0,5.0,0.46516393442622955
RNA5S8,ENSG00000200343.1,78.0,39.0,5.0,0.46516393442622955
RNA5S9,ENSG00000201321.1,78.0,39.0,5.0,0.46516393442622955
RNA5SP100,ENSG00000222835.1,15.0,92.0,15.0,0.05454918032786883
RNA5SP101,ENSG00000252845.1,14.0,97.0,11.0,0.057286885245901614
RNA5SP102,ENSG00000252674.1,6.0,94.0,22.0,-0.01648360655737705
RNA5SP103,ENSG00000238379.1,4.0,87.0,31.0,-0.06707377049180328
RNA5SP104,ENSG00000222921.1,7.0,94.0,21.0,-0.009450819672131142
RNA5SP105,ENSG00000212425.1,7.0,94.0,21.0,-0.0006393442622950843
RNA5SP106,ENSG00000253083.1,8.0,92.0,22.0,-0.005786885245901643
RNA5SP107,ENSG00000223290.1,7.0,98.0,17.0,0.0010327868852459004
RNA5SP109,ENSG00000212312.1,9.0,100.0,13.0,0.04366393442622952
RNA5SP110,ENSG00000199508.1,10.0,100.0,12.0,0.05679508196721312
RNA5SP111,ENSG00000223318.1,10.0,100.0,12.0,0.05679508196721312
RNA5SP112,ENSG00000251746.1,9.0,97.0,16.0,0.015647540983606555
RNA5SP113,ENSG00000222418.1,10.0,100.0,12.0,0.06108196721311475
RNA5SP114,ENSG00000200650.1,10.0,101.0,11.0,0.05298360655737705
RNA5SP115,ENSG00000223092.1,6.0,98.0,18.0,-0.018344262295081966
RNA5SP116,ENSG00000251941.1,5.0,96.0,21.0,-0.03102459016393443
RNA5SP117,ENSG00000202164.1,6.0,99.0,17.0,-0.01109016393442623
RNA5SP118,ENSG00000222317.1,6.0,99.0,17.0,-0.005762295081967216
RNA5SP119,ENSG00000199585.1,7.0,97.0,18.0,-0.004442622950819672
RNA5SP120,ENSG00000222832.1,7.0,95.0,20.0,-0.030819672131147533
RNA5SP121,ENSG00000252346.1,5.0,94.0,23.0,-0.0590983606557377
RNA5SP122,ENSG00000207186.1,4.0,94.0,24.0,-0.05897540983606556
RNA5SP123,ENSG00000200114.1,13.0,95.0,14.0,0.0464016393442623
RNA5SP124,ENSG00000199609.1,15.0,95.0,12.0,0.07299180327868855
RNA5SP125,ENSG00000201713.1,12.0,94.0,16.0,0.026081967213114753
RNA5SP126,ENSG00000201962.1,13.0,93.0,16.0,0.028729508196721314
RNA5SP127,ENSG00000222983.1,9.0,96.0,17.0,0.005590163934426225
RNA5SP128,ENSG00000202175.1,6.0,94.0,22.0,-0.03604098360655737
RNA5SP129,ENSG00000222208.1,6.0,95.0,21.0,-0.031196721311475415
RNA5SP130,ENSG00000201301.1,2.0,84.0,36.0,-0.12195081967213112
RNA5SP131,ENSG00000202322.1,3.0,82.0,37.0,-0.1217377049180328
RNA5SP132,ENSG00000201595.1,3.0,79.0,40.0,-0.12261475409836069
RNA5SP133,ENSG00000200238.1,4.0,88.0,30.0,-0.060401639344262306
RNA5SP134,ENSG00000252301.1,7.0,90.0,25.0,-0.02648360655737704
RNA5SP135,ENSG00000252828.1,6.0,91.0,25.0,-0.03886885245901642
RNA5SP136,ENSG00000222838.1,8.0,87.0,27.0,-0.03582786885245904
RNA5SP137,ENSG00000252642.1,17.0,97.0,8.0,0.0761393442622951
RNA5SP138,ENSG00000201968.1,18.0,96.0,8.0,0.09827868852459015
RNA5SP139,ENSG00000201210.1,17.0,97.0,8.0,0.08565573770491802
RNA5SP140,ENSG00000201394.1,19.0,98.0,5.0,0.1135655737704918
RNA5SP141,ENSG00000201413.1,19.0,99.0,4.0,0.12300819672131147
RNA5SP142,ENSG00000201325.1,17.0,100.0,5.0,0.08962295081967217
RNA5SP143,ENSG00000252745.1,18.0,100.0,4.0,0.08661475409836066
RNA5SP144,ENSG00000222778.1,26.0,92.0,4.0,0.16336885245901636
RNA5SP145,ENSG00000199994.1,25.0,93.0,4.0,0.1486229508196722
RNA5SP146,ENSG00000222675.1,26.0,93.0,3.0,0.16297540983606554
RNA5SP147,ENSG00000252302.1,30.0,86.0,6.0,0.1730901639344261
RNA5SP148,ENSG00000252336.1,30.0,86.0,6.0,0.1730901639344261
RNA5SP149,ENSG00000201822.1,23.0,90.0,9.0,0.11605737704918027
RNA5SP150,ENSG00000199839.1,23.0,90.0,9.0,0.10272950819672133
RNA5SP151,ENSG00000202502.1,21.0,91.0,10.0,0.09276229508196723
RNA5SP152,ENSG00000202054.1,2.0,82.0,38.0,-0.11985245901639344
RNA5SP153,ENSG00000252307.1,5.0,76.0,41.0,-0.12000000000000001
RNA5SP154,ENSG00000252002.1,5.0,85.0,32.0,-0.09467213114754099
RNA5SP155,ENSG00000223086.1,5.0,87.0,30.0,-0.07563934426229511
RNA5SP156,ENSG00000222182.1,5.0,86.0,31.0,-0.0841639344262295
RNA5SP157,ENSG00000251816.1,6.0,84.0,32.0,-0.085155737704918
RNA5SP158,ENSG00000222230.1,2.0,87.0,33.0,-0.1073606557377049
RNA5SP159,ENSG00000252970.1,3.0,79.0,40.0,-0.14740163934426226
RNA5SP160,ENSG00000201736.1,2.0,83.0,37.0,-0.12561475409836068
RNA5SP161,ENSG00000200741.1,8.0,96.0,18.0,-0.018893442622950826
RNA5SP162,ENSG00000251823.1,8.0,97.0,17.0,-0.0016065573770491864
RNA5SP163,ENSG00000222236.1,9.0,94.0,19.0,0.02589344262295081
RNA5SP164,ENSG00000252342.1,3.0,101.0,18.0,-0.03829508196721311
RNA5SP165,ENSG00000252951.1,5.0,98.0,19.0,-0.04122131147540983
RNA5SP166,ENSG00000201846.1,6.0,94.0,22.0,-0.042352459016393444
RNA5SP167,ENSG00000202331.1,6.0,94.0,22.0,-0.042352459016393444
RNA5SP168,ENSG00000252451.1,4.0,91.0,27.0,-0.0780081967213115
RNA5SP169,ENSG00000253077.1,6.0,94.0,22.0,-0.045778688524590154
RNA5SP170,ENSG00000252959.1,6.0,93.0,23.0,-0.05134426229508196
RNA5SP171,ENSG00000212373.1,6.0,93.0,23.0,-0.0493032786885246
RNA5SP172,ENSG00000201931.1,7.0,91.0,24.0,-0.06950819672131146
RNA5SP173,ENSG00000201727.1,6.0,91.0,25.0,-0.0757049180327869
RNA5SP174,ENSG00000199572.1,4.0,88.0,30.0,-0.10548360655737708
RNA5SP175,ENSG00000201145.1,4.0,88.0,30.0,-0.10548360655737708
RNA5SP176,ENSG00000212258.1,25.0,92.0,5.0,0.17247540983606544
RNA5SP177,ENSG00000222054.1,25.0,92.0,5.0,0.15990163934426216
RNA5SP178,ENSG00000222312.1,30.0,85.0,7.0,0.16472950819672116
RNA5SP179,ENSG00000253093.1,25.0,91.0,6.0,0.1270491803278688
RNA5SP18,ENSG00000212237.1,78.0,39.0,5.0,0.46516393442622955
RNA5SP180,ENSG00000251990.1,25.0,91.0,6.0,0.13221311475409833
RNA5SP181,ENSG00000222178.1,25.0,90.0,7.0,0.12881147540983598
RNA5SP182,ENSG00000251873.1,9.0,94.0,19.0,-0.007934426229508192
RNA5SP183,ENSG00000199322.1,6.0,86.0,30.0,-0.0739918032786886
RNA5SP184,ENSG00000223003.1,7.0,86.0,29.0,-0.060016393442622974
RNA5SP185,ENSG00000212265.1,7.0,85.0,30.0,-0.06290983606557381
RNA5SP186,ENSG00000252833.1,7.0,85.0,30.0,-0.07631967213114754
RNA5SP187,ENSG00000207129.1,8.0,87.0,27.0,-0.02872950819672132
RNA5SP188,ENSG00000199786.1,8.0,89.0,25.0,-0.015721311475409856
RNA5SP189,ENSG00000201790.1,8.0,90.0,24.0,-0.011049180327868861
